level,name,phone,zipcode,address,v1,v2
藥局,員林啄木鳥藥局,04-8339483          ,51048,彰化縣員林鎮新生里新生路119號,V,V
診所,統仁診所,04-8367128          ,51042,彰化縣員林鎮新興里正興街370號,V,
牙科診所,崇翔牙醫診所,04-8340545          ,51042,彰化縣員林鎮新興里萬年路３段250號,V,
診所,陳志隆診所,04-8353515          ,51042,彰化縣員林鎮新興里萬年路三段197號,V,
診所,寶貝熊小兒科診所,04-8395253          ,51042,彰化縣員林鎮靜修東路78號,V,
診所,安安耳鼻喉科診所,04-8385660          ,51052,彰化縣員林鎮靜修路1-7號,V,
診所,博文診所,04-8385546          ,51059,彰化縣員林鎮鎮興里員東路一段55號,V,
診所,元泰診所,04-8234549          ,51346,彰化縣埔心鄉太平村中山路39號,V,
藥局,淑惠藥局,04-8297798          ,51344,彰化縣埔心鄉亙北村員鹿路一段244號,V,V
藥局,永康藥局,04-8280957          ,51347,彰化縣埔心鄉東門村員鹿路２段329號1樓,V,V
診所,鄭德源診所,04-8297658          ,51347,彰化縣埔心鄉員鹿路二段291號,V,
衛生所,彰化縣埔心鄉衛生所,04-8294611          ,51344,彰化縣埔心鄉義民村員鹿路二段340號,V,
區域醫院,衛生福利部彰化醫院,04-8298686          ,51341,彰化縣埔心鄉舊館村中正路二段80號,V,V
衛生所,彰化縣埔鹽鄉衛生所,04-8653596          ,51647,彰化縣埔鹽鄉好修村員鹿路二段58號,V,
診所,陳嘉烈診所,04-8920222          ,52341,彰化縣埤頭鄉斗苑西路156號,V,
診所,光明診所,04-8924696          ,52341,彰化縣埤頭鄉斗苑西路426號,V,
藥局,埤頭藥局,04-8922162          ,52341,彰化縣埤頭鄉合興村斗苑西路261號,V,V
衛生所,彰化縣埤頭鄉衛生所,04-8922445          ,52341,彰化縣埤頭鄉健安街119號,V,V
地區醫院,彰化基督教醫療財團法人鹿港基督教醫院,04-7779595          ,50544,彰化縣鹿港鎮中正路480號,V,V
診所,吳肇基診所,04-7787968          ,50542,彰化縣鹿港鎮中興里民族路114號,V,
牙科診所,友友牙醫診所,04-7775295          ,50571,彰化縣鹿港鎮民權路286號,V,
診所,葉騰鑫內科診所（順泰聯合診所〉,04-7769955          ,50542,彰化縣鹿港鎮民權路57號,V,
藥局,正光藥局鹿港店,04-7775769          ,50542,彰化縣鹿港鎮永安里復興路251號,V,V
診所,潘明勳耳鼻喉科診所,47780567,50542,彰化縣鹿港鎮永安里復興路333號,V,
診所,豐安診所,04-7763711          ,50546,彰化縣鹿港鎮海浴路11-1號,V,
診所,黃俊熙診所,04-7718955          ,50543,彰化縣鹿港鎮頂草路一段12號,V,
區域醫院,秀傳醫療財團法人彰濱秀傳紀念醫院,04-7813888          ,50544,彰化縣鹿港鎮鹿工路6號,V,
藥局,老信和藥局,04-7711098          ,50543,彰化縣鹿港鎮鹿和路４段40號,V,V
地區醫院,彰化基督教醫療財團法人鹿東基督教醫院,04-7789595          ,50550,彰化縣鹿港鎮鹿東路二段888號,V,V
衛生所,彰化縣鹿港鎮衛生所,04-7772309          ,50542,彰化縣鹿港鎮復興路423號,V,V
診所,溫建益醫院,04-7777077          ,50542,彰化縣鹿港鎮景福里民權路126號,V,
診所,健恩診所,04-8899915          ,52446,彰化縣溪州鄉中央路３段239號,V,
衛生所,彰化縣溪州鄉衛生所,04-8890330          ,52441,彰化縣溪州鄉尾厝村溪下路四段570號,V,V
藥局,鴻明藥局,04-8820185          ,51442,彰化縣溪湖鎮大竹里平和街196號,V,V
診所,楊同榮診所,04-8850575          ,51442,彰化縣溪湖鎮大竹里西環路27號,V,
診所,王鏜焜小兒科診所,04-8825835          ,51442,彰化縣溪湖鎮西環路246號,V,
藥局,福展藥局,04-8859918          ,51442,彰化縣溪湖鎮湖西里西環路209號,V,V
診所,南恩內科診所,04-8828117          ,51444,彰化縣溪湖鎮湖東里大溪路２段346號1﹑2樓,V,
衛生所,彰化縣溪湖鎮衛生所,04-8852071          ,51444,彰化縣溪湖鎮湖東里青雅路36號,V,V
藥局,康健藥局,04-8822549          ,51452,彰化縣溪湖鎮彰水路三段280號,V,V
診所,楊銘勝診所,04-8820525          ,51452,彰化縣溪湖鎮彰水路三段488號,V,
診所,永安診所,04-7231995          ,50043,彰化縣彰化市三民路207號,V,
衛生所,彰化縣彰化市東區衛生所,04-7372348          ,50087,彰化縣彰化市大竹區大竹里彰南路二段246號,V,V
藥局,安安藥局,04-7127610          ,50050,彰化縣彰化市大埔路579號,V,V
藥局,尚豪藥局,04-7113332          ,50050,彰化縣彰化市大埔路695號,V,V
牙科診所,謝錫聰牙醫診所,04-7118258          ,50058,彰化縣彰化市中山路１段342號,V,
地區醫院,漢銘醫院,04-7113456          ,50058,彰化縣彰化市中山路一段366號,V,V
衛生所,彰化縣彰化市南西北區衛生所,04-7135030          ,50049,彰化縣彰化市中山路二段160號,V,V
藥局,龍美藥局,04-7249816          ,50075,彰化縣彰化市中山路三段228號,V,V
牙科診所,雅世牙醫診所,04-7241240          ,50042,彰化縣彰化市中正里中山路２段871號,V,
藥局,正光藥局中正店,04-7235068          ,50044,彰化縣彰化市中正路１段253號,V,V
地區醫院,冠華醫院,04-7256067          ,50044,彰化縣彰化市中正路一段437號,V,
診所,蔡文瑞耳鼻喉科診所,04-7273238          ,50048,彰化縣彰化市中正路二段491號,V,
診所,吉原診所,04-7627522          ,50055,彰化縣彰化市中華西路266號,V,
藥局,春生藥局自強店,04-7227058          ,50054,彰化縣彰化市五權里自強南路28號,V,V
診所,葉易愷耳鼻喉科診所,47277679,50044,彰化縣彰化市文化里中正路１段258號,V,
地區醫院,信生醫院,04-7251191          ,50043,彰化縣彰化市民生里三民路312號,V,
藥局,振安藥局,047-261277          ,50062,彰化縣彰化市民生里永安街73號,V,V
診所,陳錫鎰小兒科診所,04-7259592          ,50063,彰化縣彰化市民生南路76-1號,V,
診所,吳桂芬診所,04-7280638          ,50045,"彰化縣彰化市民生路161號1,2樓",V,
診所,德揚診所,04-7295866          ,50048,彰化縣彰化市民族路190號,V,
診所,張要仁耳鼻喉科診所,04-7261469          ,50047,彰化縣彰化市民族路424號,V,
牙科診所,彰美牙醫診所,04-7235766          ,50045,彰化縣彰化市永生里民生路14號,V,
診所,戰克鴻家庭醫學科小兒科診所,04-7331788          ,50066,彰化縣彰化市永安街442-1號,V,
診所,信義診所,04-7631435          ,50090,彰化縣彰化市向陽里崙平南路333號,V,
診所,陳家銘診所,04-7296658          ,50048,彰化縣彰化市成功里民族路270號,V,
診所,十仁診所,04-7281067          ,50059,彰化縣彰化市忠孝里辭修路82號,V,
牙科診所,陳長泰牙醫診所,04-7228306          ,50043,彰化縣彰化市長樂里三民路49號,V,
藥局,銅鐘藥局,04-7200606          ,50085,彰化縣彰化市阿夷里泰和路２段315號,V,V
醫學中心,彰化基督教醫療財團法人彰化基督教醫院,04-7238595          ,50006,彰化縣彰化市南校街135號,V,V
區域醫院,秀傳醫療社團法人秀傳紀念醫院,04-7256166-85208    ,50008,彰化縣彰化市南瑤里中山路一段542號,V,V
藥局,華恩健保藥局,04-7239977          ,50047,彰化縣彰化市華山路210號,V,V
藥局,尚豪藥師藥局旭光店,04-7280320          ,50094,彰化縣彰化市華北里旭光路176號,V,V
診所,喻小珠家庭醫學科診所,04-7298698          ,50066,彰化縣彰化市實踐路155號,V,
診所,謝宗智診所,04-7224560          ,50048,彰化縣彰化市彰安里中正路２段426號,V,
診所,賴政光耳鼻喉科診所,04-7375678          ,50092,彰化縣彰化市彰南路一段417號1樓,V,
診所,陳祖傑耳鼻喉科診所,04-7375935          ,50087,彰化縣彰化市彰南路二段187號,V,
診所,陽光小兒科診所,04-7320210          ,50087,彰化縣彰化市彰南路二段219號,V,
診所,祐幼小兒科診所,04-7372499          ,50092,彰化縣彰化市彰南路二段27號,V,
診所,惠幼小兒科診所,04-7268800          ,50062,彰化縣彰化市彰美路１段159號1樓,V,
診所,茂源診所,04-7323157          ,50060,彰化縣彰化市福山里彰南路一段169號,V,
診所,林文乙診所,04-7280826          ,50063,彰化縣彰化市曉陽路209號,V,
藥局,健安藥局,04-7707835          ,50642,彰化縣福興鄉沿海路3段214-1號1樓,V,V
診所,慶安診所,04-7704276          ,50642,彰化縣福興鄉廈粘村沿海路３段204號1樓,V,
診所,三福診所,04-7681024          ,50643,彰化縣福興鄉彰水路368號,V,
診所,李建宏診所,04-7770668          ,50647,彰化縣福興鄉福興村沿海路五段27-29號1樓,V,
衛生所,彰化縣福興鄉衛生所,04-7772371          ,50647,彰化縣福興鄉福興村福興路51巷2號,V,
診所,聖光診所,04-7587425          ,50743,彰化縣線西鄉中華路54號,V,
衛生所,彰化縣線西鄉衛生所,04-7585201          ,50743,彰化縣線西鄉和線路957巷2號,V,V
藥局,線西藥局,47582482,50743,彰化縣線西鄉寓埔村和線路963號,V,V
衛生所,南投縣中寮鄉衛生所,049-2691404         ,54154,南投縣中寮鄉永平村永昌街102號,V,V
衛生所,南投縣仁愛鄉衛生所,049-2802341         ,54641,南投縣仁愛鄉大同村五福巷17號,V,V
診所,路加診所,049-2802188         ,54641,南投縣仁愛鄉仁和路55號,V,
衛生所,南投縣水里鄉衛生所,049-2770079         ,55343,南投縣水里鄉博愛街125號,V,V
藥局,杏仁藥局,049-2776008         ,55343,南投縣水里鄉新城村民權路236號,V,V
藥局,淵源藥局,049-2732597         ,55141,南投縣名間鄉中正村南雅街131巷35號,V,V
衛生所,南投縣名間鄉衛生所,049-2732135         ,55142,南投縣名間鄉中正村彰南路42號,V,V
診所,博仁診所,049-2730089         ,55141,南投縣名間鄉員集路93號,V,
藥局,召安藥局,049-2737976         ,55142,南投縣名間鄉彰南路30之1號,V,V
地區醫院,新泰宜婦幼醫院,049-2227787         ,55147,南投縣名間鄉彰南路571之1號,V,V
診所,葉婦產科診所,049-2643770         ,55744,南投縣竹山鎮大明路194號,V,
地區醫院,竹山秀傳醫院,049-2624266         ,55782,南投縣竹山鎮山崇里集山路二段75號,V,V
牙科診所,黃牙醫診所,049-2653418         ,55748,南投縣竹山鎮中正里菜園路3之1號,V,
衛生所,南投縣竹山鎮衛生所,049-2642026         ,55757,南投縣竹山鎮公所路126號,V,V
地區醫院,東華醫院,049-2658949         ,55779,南投縣竹山鎮集山路３段272巷16號,V,V
藥局,宗穎藥局,049-2635379         ,55779,南投縣竹山鎮集山路３段587號,V,V
診所,弘仁診所,049-2652259         ,55746,南投縣竹山鎮集山路３段948之1號1樓,V,
診所,陳耀宗診所,049-2653722         ,55746,南投縣竹山鎮集山路三段816號,V,
診所,陳義本診所,049-2655907         ,55746,南投縣竹山鎮集山路三段833號,V,
衛生所,南投縣信義鄉衛生所,049-2791148         ,55646,南投縣信義鄉明德村玉山路45號,V,V
診所,慶安診所,049-2791850         ,55646,南投縣信義鄉新開巷100號,V,
診所,平安診所,049-2291653         ,54070,南投縣南投市八德路376號1樓,V,
衛生所,南投縣南投市衛生所,049-2223264-15      ,54057,南投縣南投市三和里三和一路13號,V,V
藥局,弘昌藥局,049-2228902         ,54060,南投縣南投市三興里南崗一路85號,V,V
診所,曾俊傑診所,049-2223875         ,54048,南投縣南投市大同街1巷2號,V,
地區醫院,南基醫院,049-2225595         ,54050,南投縣南投市中興路870號,V,V
診所,許內兒科診所,049-2221892         ,54058,南投縣南投市民族路280號,V,
藥局,健美藥局,049-2207785         ,54058,南投縣南投市民權街98號,V,V
藥局,南投藥局,049-2222607         ,54058,南投縣南投市南投村民族路286號,V,V
診所,子泰診所,049-2223013         ,54064,南投縣南投市南崗二路298號1樓,V,
診所,詹建盛診所,049-2243055         ,54062,南投縣南投市南陽路475號,V,
地區醫院,衛生福利部南投醫院,049-2231150         ,54062,南投縣南投市康壽里復興路478號,V,V
牙科診所,仁和牙醫診所,049-2239922         ,54063,南投縣南投市彰南路２段364號,V,
藥局,廣元藥局,049-2222601         ,54058,南投縣南投市龍泉里民族路227號,V,V
衛生所,南投縣埔里鎮衛生所,049-2982157         ,54554,南投縣埔里鎮中山路二段256號,V,V
診所,安麗小兒科內科診所,049-2991030         ,54554,南投縣埔里鎮中山路二段262號,V,
藥局,好安心藥局,049-2990377         ,54556,南投縣埔里鎮中山路二段３２７號,V,V
診所,安杏診所,049-2980445         ,54555,南投縣埔里鎮中山路三段100號,V,
藥局,欣欣藥局,049-2421931         ,54544,南投縣埔里鎮中正路385號,V,V
診所,祐安小兒科診所,049-2997752         ,54544,南投縣埔里鎮中正路387號,V,
診所,童小兒科家醫科聯合診所,049-2983212         ,54544,南投縣埔里鎮中正路408號,V,
診所,黎俊奇診所,049-2999576         ,54544,南投縣埔里鎮北門里中正路464號,V,
診所,慈惠診所,049-2996996         ,54555,南投縣埔里鎮西安路一段128號,V,
藥局,健豐藥局,049-2423221         ,54557,南投縣埔里鎮和四街3號,V,V
藥局,安康藥局,049-2904542         ,54543,南投縣埔里鎮南昌街169號,V,V
藥局,全新藥局,049-2986578         ,54501,南投縣埔里鎮南昌街196號,V,V
藥局,東風中西藥局,049-2903112         ,54543,南投縣埔里鎮南昌街309號,V,V
診所,陳宏麟診所,049-2900303         ,54543,南投縣埔里鎮南門里南昌街198號,V,
地區醫院,臺中榮民總醫院埔里分院,049-2990833         ,54552,南投縣埔里鎮榮光路1號,V,V
區域醫院,埔基醫療財團法人埔里基督教醫院,049-2912151         ,54546,南投縣埔里鎮鐵山路1號,V,V
衛生所,南投縣草屯鎮衛生所,049-2362023         ,54260,南投縣草屯鎮中山里草溪路882巷7號,V,V
藥局,草屯福倫藥局,049-2314218         ,54242,南投縣草屯鎮中山街142號,V,V
診所,滄浪診所,049-2333420         ,54242,南投縣草屯鎮中山街242號,V,
診所,林洸燁小兒科診所,049-2318735         ,54241,南投縣草屯鎮中正路626號,V,
藥局,環球藥局,049-2356485         ,54254,南投縣草屯鎮中正路753號,V,V
診所,聖安診所,049-2311139         ,54254,南投縣草屯鎮中正路761號1樓,V,
地區醫院,佑民醫療社團法人佑民醫院,049-2358151         ,54261,南投縣草屯鎮太平路一段200號,V,V
地區醫院,中國醫藥大學附設醫院草屯分院,049-2321188         ,54242,南投縣草屯鎮平等街140號,V,
區域醫院,衛生福利部草屯療養院,049-2550800         ,54249,南投縣草屯鎮玉屏路161號,V,V
診所,莊診所,049-2333387         ,54242,南投縣草屯鎮和平里中山街116號,V,
牙科診所,泰安牙醫診所,049-2321427         ,54263,南投縣草屯鎮和平里碧山路137號,V,V
診所,育英診所,049-2367696         ,54241,南投縣草屯鎮和興三街24號,V,
診所,陳俊義耳鼻喉科診所,049-2354243         ,54261,南投縣草屯鎮明賢街10號,V,
診所,用心生活診所,049-2380866         ,54241,南投縣草屯鎮炎峰里中正路590號1F,V,
診所,泰安婦產科診所,049-2333168         ,54241,南投縣草屯鎮炎峰里中正路608號,V,
診所,錦林診所,049-2357509         ,54265,南投縣草屯鎮虎山路736號,V,
診所,洪啟芬診所,049-2553359         ,54251,南投縣草屯鎮御史里中正路1214號,V,
診所,蔡文雄診所,049-2569085         ,54246,南投縣草屯鎮富寮里富昌路2-1號,V,
診所,聖方小兒科診所,049-2307728         ,54242,南投縣草屯鎮碧山南路21號1樓,V,
診所,安鴻診所,492722778,54443,南投縣國姓鄉中興路130號1樓,V,
衛生所,南投縣國姓鄉衛生所,049-2721009         ,54443,南投縣國姓鄉民族街42號,V,V
衛生所,南投縣魚池鄉衛生所,049-2895513         ,55541,南投縣魚池鄉東池村魚池街194號,V,V
衛生所,南投縣鹿谷鄉衛生所,049-2752002         ,55844,南投縣鹿谷鄉鹿谷村中正路二段20號,V,V
衛生所,南投縣集集鎮衛生所,049-2762015         ,55241,南投縣集集鎮玉映里民生路106號,V,V
診所,二崙台全診所,05-5981111          ,64941,雲林縣二崙鄉中山路119號,V,
診所,良安診所,05-5980003          ,64941,雲林縣二崙鄉中山路120號,V,
衛生所,雲林縣二崙鄉衛生所,05-5982004          ,64941,雲林縣二崙鄉崙西村中興路9號,V,V
診所,聖全診所,05-7892431          ,65341,雲林縣口湖鄉口湖路326號,V,
診所,榮峰診所,05-7993070          ,65346,雲林縣口湖鄉中山路68號,V,
診所,泰安診所,05-7895869          ,65341,雲林縣口湖鄉湖東村文安街32號,V,
地區醫院,蔡醫院,05-6622580          ,63341,雲林縣土庫鎮中山路64號,V,
診所,土庫台全診所（土庫台全聯合診所）,05-6629666          ,63341,雲林縣土庫鎮中正路110號,V,
衛生所,雲林縣土庫鎮衛生所,05-6622638          ,63341,雲林縣土庫鎮忠正里中山路254號,V,V
藥局,祥合藥局,05-6650713          ,63351,雲林縣土庫鎮東平里馬光路38之1號,V,V
衛生所,雲林縣大埤鄉衛生所,05-5912214          ,63146,雲林縣大埤鄉北和村中山路4號,V,V
診所,蔣冰然診所,05-5910088          ,63146,雲林縣大埤鄉北和村中山路82號,V,
診所,元安診所,05-7880678          ,65544,雲林縣元長鄉中山路27號,V,
診所,慈祐診所,05-7887968          ,65545,雲林縣元長鄉元南路64號,V,
藥局,北友藥局,05-5371749          ,64048,雲林縣斗六市上海路236號,V,V
診所,郭景福內小兒科診所,05-5320365          ,64043,雲林縣斗六市中正路28號,V,
診所,廖森喜耳鼻喉科診所,05-5350070          ,64043,雲林縣斗六市中正路2號,V,
藥局,信德藥局,05-5326325          ,64045,雲林縣斗六市仁愛里中華路242號,V,V
診所,小太陽小兒科診所,05-5346041          ,64045,雲林縣斗六市永安路71-73號,V,
地區醫院,信安醫療社團法人信安醫院,05-5223788          ,64067,雲林縣斗六市江厝里瓦厝路159號,V,V
地區醫院,國立成功大學醫學院附設醫院斗六分院,05-5332121          ,64043,雲林縣斗六市莊敬路345號,V,V
診所,佛教慈濟醫療財團法人斗六慈濟診所,05-5372000          ,64041,雲林縣斗六市雲林路二段248號,V,
區域醫院,國立臺灣大學醫學院附設醫院雲林分院,05-5323911          ,64041,雲林縣斗六市雲林路二段579號,V,V
藥局,怡康健保藥局,05-5334585          ,64050,雲林縣斗六市愛國街125號,V,V
藥局,重興藥局,05-5573365          ,64071,雲林縣斗六市榴中里中興路89號,V,V
藥局,眼光藥局,05-5324462          ,64051,雲林縣斗六市鎮北路25-1號,V,V
牙科診所,啟恩牙醫診所,05-5354277          ,64046,雲林縣斗六市鎮東里大同路300-13號,V,V
診所,蘇耳鼻喉科診所,05-5330337          ,64046,雲林縣斗六市鎮東里鎮東路105號,V,
診所,宏佑診所,05-5950456          ,63042,雲林縣斗南鎮文元街86號,V,
地區醫院,天主教福安醫院,05-5952688          ,63047,雲林縣斗南鎮文昌路110號,V,V
藥局,信望愛藥局,05-5974549          ,63052,雲林縣斗南鎮同安街3號,V,V
藥局,杏元藥局,05-5963998          ,63042,雲林縣斗南鎮東仁里13鄰中山路6號,V,V
診所,吳國猷診所,05-5962345          ,63042,雲林縣斗南鎮南昌路124號,V,
診所,博仁診所,05-5972153          ,63042,雲林縣斗南鎮新興街160號,V,
診所,延安診所,05-7856137          ,65241,雲林縣水林鄉水北村水林路36號,V,
衛生所,雲林縣水林鄉衛生所,05-7852612          ,65241,雲林縣水林鄉水林路8號,V,V
藥局,全仁藥局,05-7852721          ,65241,雲林縣水林鄉水南村水林路130號,V,V
藥局,大同瑞安藥局,05-7831720          ,65152,雲林縣北港鎮大同路215號,V,V
診所,曾外科診所,05-7833117          ,65150,雲林縣北港鎮大同路228號,V,
診所,仁惠外科診所,05-7836995          ,65150,雲林縣北港鎮大同路305號,V,
牙科診所,杏宜牙醫診所,05-7827672          ,65145,雲林縣北港鎮公園路163號,V,V
診所,佰鴻診所（佰鴻聯合診所）,05-7833220          ,65146,雲林縣北港鎮文昌路118號,V,
區域醫院,中國醫藥大學北港附設醫院,05-7837901          ,65152,雲林縣北港鎮新德路123號,V,V
衛生所,雲林縣古坑鄉衛生所,05-5825234          ,64650,雲林縣古坑鄉西平村中山路391號,V,
藥局,元林中西藥局,05-5828229          ,64650,雲林縣古坑鄉西平村西平路9之2號1樓,V,V
診所,永吉診所,05-6983112          ,63651,雲林縣台西鄉台西村民生路24號,V,
診所,德華診所,05-6980345          ,63681,雲林縣台西鄉崙豐路61-1號,V,
藥局,威仁藥局,05-7875041          ,65441,雲林縣四湖鄉中山西路70號,V,V
診所,人人診所,05-7877880          ,65441,雲林縣四湖鄉中正路417號,V,
衛生所,雲林縣四湖鄉衛生所,05-7872096          ,65442,雲林縣四湖鄉施湖村中山西路118號,V,
診所,杏泰診所,05-5874159          ,64858,雲林縣西螺鎮中山路48號,V,
診所,益源耳鼻喉科診所,05-5879198          ,64858,雲林縣西螺鎮中和里中山路40號,V,
藥局,瑞大藥局,05-5873287          ,64848,雲林縣西螺鎮平和路77之2號,V,V
牙科診所,榮光牙醫診所,05-5861163          ,64855,雲林縣西螺鎮正興里建興路194號,V,
診所,林志益診所,05-5880515          ,64873,雲林縣西螺鎮吳厝里吳厝27之11號,V,
藥局,一生藥局,05-5862222          ,64847,雲林縣西螺鎮延平路234號,V,V
藥局,福安藥局,05-5871281          ,64865,雲林縣西螺鎮社口路83號,V,V
區域醫院,彰化基督教醫療財團法人雲林基督教醫院,05-5871111          ,64866,雲林縣西螺鎮新豐里市場南路375號,V,V
地區醫院,育仁醫院,05-5862686          ,64847,雲林縣西螺鎮福興里延平路162號,V,
衛生所,雲林縣西螺鎮衛生所,05-5862130          ,64846,雲林縣西螺鎮福興里修文路110號,V,V
診所,茂杉診所,05-5862213          ,64855,雲林縣西螺鎮福興路141號,V,
診所,欣安診所,05-6997786          ,63555,雲林縣東勢鄉東北村康安路74號,V,
診所,陳銘森診所,05-6992686          ,63545,雲林縣東勢鄉東南村東勢西路60號,V,
診所,祐成診所,05-6997110          ,63555,雲林縣東勢鄉東南村康安路16號,V,
牙科診所,群恩牙醫診所,05-6996895          ,63545,雲林縣東勢鄉東勢西路20號,V,
衛生所,雲林縣林內鄉衛生所,05-5896747          ,64345,雲林縣林內鄉林中村新興路54號,V,V
診所,偉哲內小兒科診所,05-6323409          ,63242,雲林縣虎尾鎮中山里仁愛路67號,V,
診所,鍾國章內科小兒科診所,05-6333971          ,63241,雲林縣虎尾鎮中山路103號,V,
藥局,林藥師藥局,05-6334135          ,63246,雲林縣虎尾鎮中正路207號,V,V
藥局,家源藥局,05-6326207          ,63242,雲林縣虎尾鎮仁愛路80號,V,V
診所,家安耳鼻喉科診所,05-6335780          ,63242,雲林縣虎尾鎮仁愛路82號,V,
藥局,新生松藥局,05-6326562          ,63241,雲林縣虎尾鎮民生路37-5號,V,V
診所,廖寶全診所,05-6322584          ,63243,雲林縣虎尾鎮東明路182號,V,
診所,江重宏耳鼻喉科診所,05-6311799          ,63243,雲林縣虎尾鎮林森路一段337號,V,
藥局,文心藥局,05-6362365          ,63242,雲林縣虎尾鎮信義路6號,V,V
區域醫院,天主教若瑟醫療財團法人若瑟醫院,05-6337333          ,63241,雲林縣虎尾鎮新生路74號,V,V
診所,聖仁診所,05-6969639          ,63741,雲林縣崙背鄉南陽村中山路187號,V,
衛生所,雲林縣崙背鄉衛生所,05-6962009          ,63741,雲林縣崙背鄉南陽村南光路34號,V,V
診所,崙安診所,05-6965100          ,63742,雲林縣崙背鄉崙前村南光路236號,V,
地區醫院,長庚醫療財團法人雲林長庚紀念醫院,05-6915151          ,63862,雲林縣麥寮鄉工業路707號,V,
診所,陳皇霖診所,05-6936386          ,63847,雲林縣麥寮鄉中山路108-2號,V,
藥局,中崙保健藥局,05-6935697          ,63847,雲林縣麥寮鄉中山路440號,V,V
診所,台塑關係企業麥寮廠區醫務室,05-6816638          ,63801,雲林縣麥寮鄉台塑六輕工業園區1號,V,
診所,台全診所（台全眼科耳鼻喉科聯合診所）,05-6930099          ,63841,雲林縣麥寮鄉表福路17號,V,
衛生所,雲林縣麥寮鄉衛生所,05-6932268          ,63841,雲林縣麥寮鄉麥豐村光復路4號,V,V
藥局,立昇藥局,05-6933066          ,63841,雲林縣麥寮鄉華興路91號,V,V
診所,黃榮標診所,05-6932836-122      ,63841,雲林縣麥寮鄉新興路37號,V,
診所,莿桐台全診所,05-5842222          ,64741,雲林縣莿桐鄉中正路168號,V,
診所,林宏欣診所,05-5712249          ,64742,雲林縣莿桐鄉永基路54-1號,V,
診所,健順診所,05-5842211          ,64745,雲林縣莿桐鄉饒平村饒平南路24之26號,V,
藥局,博順藥局,05-6971048          ,63441,雲林縣褒忠鄉中正路325-3號,V,V
診所,夏保介診所,05-6975618          ,63441,雲林縣褒忠鄉中正路91號,V,
診所,杏茹診所,05-2955877          ,62251,嘉義縣大林鎮三塊厝7-6號,V,
衛生所,嘉義縣大林鎮衛生所,05-2652042          ,62241,嘉義縣大林鎮中山路252號,V,V
診所,鄭兆陽診所,05-2641177          ,62241,嘉義縣大林鎮中正路586號,V,
診所,劉鎮嘉診所,05-2649000          ,62252,嘉義縣大林鎮平林里33鄰中興路264號,V,
藥局,萬有藥局,05-2654246          ,62244,嘉義縣大林鎮平林里民權路36號,V,V
區域醫院,佛教慈濟醫療財團法人大林慈濟醫院,05-2648000-5286     ,62247,嘉義縣大林鎮民生路2號,V,V
診所,宏恩診所,05-2532722          ,60668,嘉義縣中埔鄉中正路38號,V,
診所,柯診所,05-2531616          ,60668,嘉義縣中埔鄉中埔村10鄰中埔71-30號,V,
衛生所,嘉義縣中埔鄉衛生所,05-2531008          ,60668,嘉義縣中埔鄉中埔村130~1號,V,V
