level,name,phone,zipcode,address,v1,v2
藥局,荃安藥局,03-8579317          ,97348,花蓮縣吉安鄉建國路２段277之1號,V,V
診所,博幼診所,03-8569866          ,97348,花蓮縣吉安鄉建國路一段19號,V,
診所,福田耳鼻喉科診所,03-8577823          ,97348,花蓮縣吉安鄉建國路一段65號,V,
藥局,安康藥局,03-8513951          ,97365,花蓮縣吉安鄉慶豐村中山路３段384號,V,V
診所,康寧診所,03-8530910          ,97365,花蓮縣吉安鄉慶豐村中山路３段386號,V,V
衛生所,花蓮縣秀林鄉衛生所,03-8612122          ,97252,花蓮縣秀林鄉秀林村秀林路88號,V,V
衛生所,花蓮縣卓溪鄉衛生所,03-8881238          ,98249,花蓮縣卓溪鄉中正路65號,V,
牙科診所,信望愛牙醫診所,03-8320533          ,97049,花蓮縣花蓮市大同街9-1號,V,V
藥局,健安藥局,03-8323031          ,97053,花蓮縣花蓮市中山路537號,V,V
診所,中山身心診所,03-8315589          ,97053,花蓮縣花蓮市中山路541號,V,
醫學中心,佛教慈濟醫療財團法人花蓮慈濟醫院,03-8561825          ,97002,花蓮縣花蓮市中央路三段707號,V,V
牙科診所,小美牙醫診所,03-8316568          ,97041,花蓮縣花蓮市中正路130號,V,
藥局,吉康藥局,03-8331208          ,97043,花蓮縣花蓮市中正路360號,V,V
地區醫院,衛生福利部花蓮醫院,03-8358141          ,97061,花蓮縣花蓮市中正路600號,V,V
藥局,富康大藥局,03-8227396          ,97061,花蓮縣花蓮市中美路73之2號1樓,V,V
診所,陳建發耳鼻喉科診所,03-8246119          ,97061,花蓮縣花蓮市中美路77-2號,V,
藥局,祥康藥局,03-8230595          ,97061,花蓮縣花蓮市中美路87之2號,V,V
診所,慈田診所,03-8316818          ,97044,花蓮縣花蓮市中華路190號,V,
診所,國泰聯合診所,03-8542031          ,97044,花蓮縣花蓮市中華路459號,V,
診所,全人診所,03-8358568          ,97042,花蓮縣花蓮市中福路123號,V,
診所,呂小兒科診所,03-8329341          ,97047,花蓮縣花蓮市主勤里博愛街201號,V,
區域醫院,臺灣基督教門諾會醫療財團法人門諾醫院,03-8241513          ,97059,花蓮縣花蓮市民權路44號,V,V
診所,嘉光耳鼻喉科診所,03-8341440          ,97050,花蓮縣花蓮市明禮路71-5號,V,
藥局,華康藥局,03-8328366          ,97054,花蓮縣花蓮市建國路196號,V,V
診所,江耳鼻喉科診所,03-8311717          ,97054,花蓮縣花蓮市建國路252號,V,
藥局,益康大藥局,03-8564099          ,97068,花蓮縣花蓮市國富里富國路146號1樓,V,V
診所,吳文揚診所,03-8340793          ,97054,花蓮縣花蓮市國魂里建國路192號,V,
診所,林秀雄小兒科診所,03-8324600          ,97049,花蓮縣花蓮市復興街63號,V,
衛生所,花蓮縣花蓮市衛生所,03-8230232          ,97058,花蓮縣花蓮市新興路200號,V,V
衛生所,花蓮縣富里鄉衛生所,03-8831029          ,98341,花蓮縣富里鄉中山路203號,V,
衛生所,花蓮縣新城鄉衛生所,03-8266781          ,97145,花蓮縣新城鄉北埔村北埔路160號,V,V
藥局,黃藥局,38267211,97146,花蓮縣新城鄉北埔村北埔路203號,V,V
區域醫院,國軍花蓮總醫院附設民眾診療服務處,03-8266805          ,97144,花蓮縣新城鄉嘉里村嘉里路163號,V,V
衛生所,花蓮縣瑞穗鄉衛生所,03-8872045          ,97841,花蓮縣瑞穗鄉民生街75號,V,V
衛生所,花蓮縣萬榮鄉衛生所,03-8751651          ,97943,花蓮縣萬榮鄉萬榮村12號,V,V
診所,東華中正診所,03-8661000          ,97443,花蓮縣壽豐鄉中正路40號,V,
衛生所,花蓮縣壽豐鄉衛生所,03-8652101          ,97442,花蓮縣壽豐鄉壽豐村公園路28巷10號,V,V
地區醫院,臺北榮民總醫院鳳林分院,03-8764539          ,97544,花蓮縣鳳林鎮中正路一段2號,V,
衛生所,花蓮縣鳳林鎮衛生所,03-8761116          ,97541,花蓮縣鳳林鎮光華路95號,V,V
地區醫院,衛生福利部花蓮醫院豐濱原住民分院,03-8791385          ,97791,花蓮縣豐濱鄉光豐路41號,V,
衛生所,豐濱鄉衛生所,03-8791156          ,97791,花蓮縣豐濱鄉豐濱村光豐路39號,,V
衛生所,澎湖縣七美鄉衛生所,06-9971005          ,88341,澎湖縣七美鄉中和村埔內54號,V,V
衛生所,澎湖縣白沙鄉衛生所,06-9931044          ,88441,澎湖縣白沙鄉赤崁村359號,V,V
藥局,金福藥局,06-9984048          ,88141,澎湖縣西嶼鄉池東村43-2號,V,V
衛生所,澎湖縣西嶼鄉衛生所,06-9982450          ,88141,澎湖縣西嶼鄉池東村小池角71-1號,V,V
藥局,宏安藥局,06-9273048          ,88048,澎湖縣馬公市中華路54號,V,V
診所,松青診所,06-9213560          ,88049,澎湖縣馬公市文山路31號,V,
診所,何家庭醫學專科診所,06-9279218          ,88050,澎湖縣馬公市光復里新生路85號,V,
診所,公仁診所,06-9272002          ,88042,澎湖縣馬公市長安里民生路27-3號,V,
地區醫院,三軍總醫院澎湖分院附設民眾診療服務處,06-9211116          ,88056,澎湖縣馬公市前寮里90號,V,V
地區醫院,衛生福利部澎湖醫院,06-9261151-522      ,88041,澎湖縣馬公市啟明里中正路10號,V,
牙科診所,陳立堅牙醫診所,06-9266866          ,88043,澎湖縣馬公市陽明里大勇街67號,V,
藥局,陽明金福藥局,06-9260855          ,88045,澎湖縣馬公市陽明路50號,V,V
地區醫院,財團法人天主教靈醫會惠民醫院,06-9273183          ,88042,澎湖縣馬公市樹德路14號,V,
衛生所,澎湖縣馬公市第一衛生所,06-9273958          ,88042,澎湖縣馬公市樹德路36號,V,V
衛生所,澎湖縣馬公市第二衛生所,06-9951354          ,88055,澎湖縣馬公市鎖港里240號,V,V
衛生所,澎湖縣望安鄉衛生所,06-9991036          ,88241,澎湖縣望安鄉西安村36-7號,V,V
衛生所,澎湖縣湖西鄉衛生所,06-9921271          ,88541,澎湖縣湖西鄉湖西村151號-1,V,
診所,家裕診所,06-9228813          ,88593,澎湖縣湖西鄉隘門117之1號,V,
診所,育安家庭醫學科診所,06-9923379          ,88543,澎湖縣湖西鄉龍門村23-3號,V,
診所,佑仁聯合診所,02-24562212         ,20644,基隆市七堵區正光里開元路59-1號,V,V
診所,群健診所,02-24568190         ,20644,基隆市七堵區正光里開元路59-1號,V,
衛生所,基隆市七堵區衛生所,02-24562008         ,20644,基隆市七堵區光明路21-1號1樓,V,V
診所,西華診所,02-24512942         ,20648,基隆市七堵區百三街29號,V,
藥局,國泰藥局,02-24517420         ,20648,基隆市七堵區百三街８３號,V,V
診所,正光內兒科診所,02-24569275         ,20644,基隆市七堵區南興路12號1樓,V,
診所,康博診所,02-24568800         ,20644,基隆市七堵區南興路99號,V,
診所,紀醫師診所,02-24551482         ,20644,基隆市七堵區開元路83號,V,
診所,和睦家診所,02-24523721         ,20649,基隆市七堵區福二街198號1樓,V,V
牙科診所,百福牙醫診所,02-24514436         ,20649,基隆市七堵區福二街２４２巷２號,V,V
衛生所,基隆市中山區衛生所,02-24229860         ,20342,基隆市中山區中山二路15號,V,V
診所,至誠診所,02-24246151         ,20350,基隆市中山區安一路3號,V,
診所,安定診所,02-24213279         ,20350,基隆市中山區安一路90號1樓,V,
藥局,隆泰藥局,02-24225889         ,20349,基隆市中山區西定路１２號,V,V
診所,林義宏診所,02-24366481         ,20346,基隆市中山區復興路263號,V,
診所,安安診所,02-24377799         ,20346,基隆市中山區復興路328-4號,V,
藥局,文裕藥局,02-24691239         ,20249,基隆市中正區八斗街10號,V,V
地區醫院,新昆明醫院,02-24268106         ,20248,基隆市中正區中正路30號,V,V
診所,漁工診所,02-24624802         ,20248,基隆市中正區中正路612號1﹑2樓,V,
衛生所,基隆市中正區衛生所,02-24621632         ,20248,基隆市中正區中正路786-1號,V,V
藥局,永好藥局,02-24697639         ,20248,基隆市中正區北寧路315號1樓,V,V
診所,林承興診所,02-24694199         ,20248,基隆市中正區北寧路319號1樓,V,
地區醫院,三軍總醫院附設基隆民眾診療服務處,02-24633330-11506   ,20244,基隆市中正區正榮街100號,V,V
診所,合成診所,02-24632532         ,20243,基隆市中正區祥豐街205號,V,
診所,聖母聯合診所,02-24623389         ,20251,基隆市中正區新豐街251巷3號,V,
藥局,承泰藥局,02-24601316         ,20251,基隆市中正區新豐街442號,V,V
診所,博群診所,02-24601356         ,20251,基隆市中正區新豐街446號1樓,V,
診所,馬德里診所,02-24603368         ,20251,基隆市中正區新豐街450號,V,
診所,黃勉倉醫師骨科診所,02-24277729         ,20241,基隆市中正區義一路60號1樓,V,
診所,醫療財團法人臺灣區煤礦業基金會基隆門診部,02-24220506         ,20241,基隆市中正區義一路76號2.3.4樓,V,
地區醫院,基隆市立醫院,02-24652141         ,20250,基隆市中正區義二路2巷6號,V,V
藥局,喬寶藥局,02-24202827         ,20250,基隆市中正區義二路66號1樓,V,V
地區醫院,維德醫院,02-24696688         ,20249,基隆市中正區調和街210號,V,V
牙科診所,蔡志明牙醫診所,02-24239238         ,20048,基隆市仁愛區仁二路100號1樓,V,V
診所,懷仁診所,02-24223597         ,20045,基隆市仁愛區仁五路57號1樓,V,
藥局,東京藥局,02-24214138         ,20048,基隆市仁愛區仁四路15號1樓,V,V
藥局,大田大藥局,02-24258762         ,20048,基隆市仁愛區水錦里仁二路5號1樓,V,V
衛生所,基隆市仁愛區衛生所,02-24311592         ,20043,基隆市仁愛區光一路26號,V,V
診所,仁信社區診所,02-24338168         ,20044,基隆市仁愛區成功一路127號1樓,V,
診所,仁祥診所,02-24232111         ,20041,基隆市仁愛區忠一路20號,V,
診所,王孟俊診所,02-24293128         ,20045,基隆市仁愛區南榮路143號,V,
診所,孫皮膚科診所,02-24245050         ,20047,基隆市仁愛區愛三路120號3樓A室,V,V
診所,百會長庚診所,02-24326660         ,20442,基隆市安樂區安和一街2巷20號,V,
藥局,宏仁藥局,02-24321739         ,20448,基隆市安樂區安樂路２段130號,V,V
衛生所,基隆市安樂區衛生所,02-24318061         ,20402,基隆市安樂區安樂路二段164號1樓前棟,V,V
診所,李偉華耳鼻喉科診所,02-24348535         ,20448,基隆市安樂區安樂路二段179號,V,
診所,濟仁診所,02-24333416         ,20445,基隆市安樂區基金一路131-19號,V,
藥局,長春藥局,02-24344550         ,20445,基隆市安樂區基金一路174-16號,V,V
地區醫院,南光神經精神科醫院,02-24325309         ,20445,基隆市安樂區基金一路91號,V,V
區域醫院,長庚醫療財團法人基隆長庚紀念醫院,02-24313131         ,20401,基隆市安樂區麥金路222號,V,V
診所,黃振國診所,02-24669255         ,20145,基隆市信義區東信路218號,V,
診所,王式鴻診所,02-24665050         ,20145,基隆市信義區東信路298號,V,
診所,仁恩診所,02-24656136         ,20145,基隆市信義區東信路69號,V,
診所,國泰家醫診所,02-24254195         ,20145,基隆市信義區信一路115號,V,
衛生所,基隆市信義區衛生所,02-24221633         ,20145,基隆市信義區信一路69號,V,V
診所,基隆市立慢性病防治所,02-24230181-212     ,20147,基隆市信義區信二路266號,V,V
區域醫院,衛生福利部基隆醫院,02-24292525         ,20147,基隆市信義區信二路268號,V,V
診所,康美耳鼻喉科診所,02-24666572         ,20151,基隆市信義區深溪路139號1樓,V,
診所,瀚翔骨科診所,02-24666063         ,20151,基隆市信義區深溪路158號,V,
診所,婁診所,02-24584498         ,20544,基隆市暖暖區暖暖街171號,V,
診所,百會診所,02-24596677         ,20544,基隆市暖暖區暖暖街246巷165號1樓,V,
衛生所,基隆市暖暖區衛生所,02-24572630         ,20544,基隆市暖暖區暖暖街281巷98號,V,V
藥局,陸記藥局,02-24576712         ,20545,基隆市暖暖區源遠路241號,V,V
診所,康合診所,02-24592200         ,20545,基隆市暖暖區源遠路281-1號,V,
地區醫院,醫療財團法人臺灣區煤礦業基金會臺灣礦工醫院,02-24579101         ,20543,基隆市暖暖區源遠路29號,V,
診所,碇內診所,02-24595878         ,20545,基隆市暖暖區源遠路323號,V,V
診所,劉復國診所,03-5210085          ,30046,新竹市北區中山里中山路48號,V,
牙科診所,江牙醫診所,03-5223450          ,30046,新竹市北區中山路253號,V,V
診所,實和診所,03-5277333          ,30046,新竹市北區中山路29號,V,
藥局,均祐健康藥局,03-5325369          ,30048,新竹市北區中正路389號,V,V
診所,范耳鼻喉科診所,03-5237380          ,30044,新竹市北區北大路264號,V,
藥局,豐盛藥局,03-5335651          ,30052,新竹市北區光華二街35號,V,V
診所,陳志成耳鼻喉科診所,03-5258626          ,30049,新竹市北區西大路619號,V,
藥局,仁佑藥局,03-5363818          ,30058,新竹市北區西濱路１段500號,V,V
診所,台安耳鼻喉科診所,03-5246069          ,30046,新竹市北區育英里中山路291號,V,
藥局,芳里藥局,03-5222989          ,30056,新竹市北區延平路１段214巷2號,V,V
診所,望安診所,03-5246779          ,30048,新竹市北區延平路一段382號,V,
牙科診所,全家牙醫診所,03-5409188          ,30054,新竹市北區武陵里武陵路73巷6號,V,
地區醫院,國軍新竹地區醫院附設民眾診療服務處,03-5348181          ,30054,新竹市北區武陵路3號,V,V
牙科診所,創美牙醫診所,03-5285335          ,30056,新竹市北區客雅里經國路２段543號,V,
衛生所,新竹市北區衛生所,03-5353969          ,30050,新竹市北區國華街69號1樓,V,
診所,林敬堯親子診所,03-5350123          ,30052,新竹市北區湳雅街120號,V,
區域醫院,國立臺灣大學醫學院附設醫院新竹分院,03-5326151          ,30059,新竹市北區經國路一段442巷25號,V,V
診所,長福診所,03-5268518          ,30056,新竹市北區經國路二段485號,V,
牙科診所,懷恩牙醫診所,03-5261357          ,30044,新竹市北區潛園里北大路325號,V,V
藥局,全禾藥局,03-5249173          ,30045,新竹市北區潛園里集和街25號,V,V
牙科診所,許牙醫診所,03-5241661          ,30046,新竹市北區興南里中山路211號,V,V
診所,力晶診所,03-5795000-2386     ,30078,新竹市東區力行一路18號,V,
診所,億安診所,03-5353256          ,30043,新竹市東區三民里民族路112號,V,
牙科診所,蔡牙醫診所,03-5323636          ,30043,新竹市東區三民里民權路59號,V,
診所,安慎診所,03-5359779          ,30043,新竹市東區中央路128號,V,V
診所,林啟銘內科小兒科診所,03-5430822          ,30041,新竹市東區中央路192號1樓,V,
地區醫院,國泰醫療財團法人新竹國泰綜合醫院,03-5278999          ,30060,新竹市東區中華路二段678號,V,V
診所,佳醫診所,03-5239866          ,30060,新竹市東區中華路二段704號,V,
牙科診所,禮正牙醫診所,03-5776703          ,30074,新竹市東區仙水里光復路一段381號,V,V
藥局,長青藥師藥局,03-5439673          ,30043,新竹市東區民生路145號,V,V
衛生所,新竹市東區衛生所,03-5236158          ,30043,新竹市東區民族路40-2號,V,
診所,謝碧祥診所,03-5725099          ,30071,新竹市東區光復路2段254號,V,
診所,康德診所,03-5788282          ,30074,新竹市東區光復路一段362-2號,V,
診所,清華大學附設診所,03-5745733          ,30013,新竹市東區光復路二段101號,V,
區域醫院,財團法人馬偕紀念醫院新竹分院,03-6119595          ,30071,新竹市東區光復路二段690號,V,
診所,林正弘小兒科診所,03-5311905          ,30050,新竹市東區光華東街16號,V,
診所,吳憲一內科小兒科診所,03-5242351          ,30061,新竹市東區西大路135巷12號,V,
藥局,澄清藥局,03-5246942          ,30041,新竹市東區西大路374號1樓,V,V
藥局,康博中西藥局,03-5191010          ,30065,新竹市東區明湖里明湖路446-4號,V,V
藥局,明湖健保藥局,03-5191788          ,30065,新竹市東區明湖路398號,V,V
牙科診所,品傑牙醫診所,03-5619665          ,30062,新竹市東區東南街150號,V,
牙科診所,詠美牙醫診所,03-5351153          ,30059,新竹市東區東園里鐵道路１段20號,V,
藥局,新康藥局,03-5256938          ,30042,新竹市東區林森路188號,V,V
地區醫院,南門綜合醫院,03-5261122          ,30042,新竹市東區林森路20號,V,V
牙科診所,冠傑牙醫診所,03-5238635          ,30042,新竹市東區林森路253號3樓,V,
牙科診所,永霖牙醫診所,03-5246303          ,30041,新竹市東區南門街16號,V,
藥局,倫洋藥局,03-5749482          ,30070,新竹市東區建中路38號1樓,V,V
診所,苑芝珊診所,03-5717369          ,30071,新竹市東區建功一路59巷22號,V,
診所,清華診所,03-5735050          ,30071,新竹市東區建功一路64號4樓,V,
診所,員康診所,03-6667577          ,30078,新竹市東區科園里科學工業園區力行六路8號,V,
藥局,信芳藥局,03-5780595          ,30073,新竹市東區科學園路133號,V,V
牙科診所,陳慧貞牙醫診所,03-5723629          ,30071,新竹市東區軍功里建新路36號,V,V
牙科診所,金明牙醫診所,03-5711899          ,30062,新竹市東區食品路103巷2號,V,
診所,邱診所,03-5266288          ,30063,新竹市東區振興里振興路112號1樓,V,
診所,李文華診所,03-5355811          ,30043,新竹市東區復中里民生路225號,V,
牙科診所,安心牙醫診所,03-5312378          ,30043,新竹市東區復中里民生路246號1樓,V,
診所,恩輝診所,03-5375573          ,30094,新竹市香山區內湖里內湖路62號,V,
診所,全興診所,03-5304687          ,30091,新竹市香山區牛埔東路300號1樓,V,
衛生所,新竹市香山衛生所,03-5388109          ,30091,新竹市香山區牛埔路428號,V,
診所,元培健康診所,03-6102249          ,30015,新竹市香山區香村里元培街306號,V,
診所,黃銘模診所,05-2247873          ,60042,嘉義市西區中正路374號,V,
牙科診所,馬可牙醫診所,52245536,60042,嘉義市西區中正路436號,V,
區域醫院,臺中榮民總醫院嘉義分院,05-2359630-2547     ,60090,嘉義市西區世賢路二段600號,V,V
地區醫院,盧亞人醫院,05-2248347          ,60044,嘉義市西區北杏里民權路406號,V,V
地區醫院,衛生福利部嘉義醫院,05-2319090          ,60096,嘉義市西區北港路312號,V,V
診所,永安診所,05-2320877          ,60092,嘉義市西區北興街406號,V,
診所,慎諭婦產科診所,05-2253652          ,60051,嘉義市西區民生南118之7號,V,
診所,玉山診所,05-2361213          ,60052,嘉義市西區民生南路479號1樓,V,
診所,大田耳鼻喉科診所,05-2840051          ,60052,嘉義市西區民生南路684號,V,
診所,真善渼診所,05-2230505          ,60045,嘉義市西區民族路642號,V,
診所,民族診所,05-2276008          ,60045,嘉義市西區民族路701號,V,
診所,開心診所,05-2357182          ,60090,嘉義市西區玉山路182號,V,
診所,羅大恩診所,05-2222716          ,60049,嘉義市西區林森西路200號1、2樓,V,
地區醫院,仁德醫療社團法人陳仁德醫院,05-2258279          ,60049,嘉義市西區林森西路285號,V,
藥局,徠的安藥師藥局,05-2330858          ,60082,嘉義市西區保安里6鄰世賢路１段549號,V,V
診所,曾良達診所,05-2333928          ,60085,嘉義市西區保安里八德路338號,V,V
診所,陳明煌診所,05-2337036          ,60092,嘉義市西區保安里北興街442號,V,
藥局,勝成藥局,05-2360247          ,60052,嘉義市西區南京路126巷19號,V,V
診所,承鴻診所,05-2865669          ,60061,嘉義市西區南京路500號1樓,V,
診所,宏元家庭醫學科診所,05-2165555          ,60042,嘉義市西區國華街236號1樓,V,
診所,洪瑞禧診所,05-2293506          ,60049,嘉義市西區通運里林森西路552號,V,
診所,黃彬診所,05-2333380          ,60094,嘉義市西區博愛路一段411-3號,V,
診所,戴昌隆皮膚科診所,05-2328888          ,60059,嘉義市西區博愛路二段277號1樓,V,
診所,王國哲診所,05-2310550          ,60059,嘉義市西區博愛路二段359號,V,
地區醫院,慶昇醫院,05-2229191          ,60050,嘉義市西區新榮路339號,V,V
診所,佑仁診所,05-2335906          ,60088,嘉義市西區福全里友愛路190號,V,V
衛生所,嘉義市西區衛生所,05-2337355          ,60097,嘉義市西區德明路1號,V,V
診所,吳南逸診所,05-2232388          ,60057,嘉義市西區興業西路122-7號1樓,V,
診所,博愛診所,05-2866600          ,60057,嘉義市西區興業西路136、138號1樓,V,
診所,六福診所,05-2853300          ,60058,嘉義市西區興業西路333號,V,
診所,施穎敏診所,05-2840270          ,60057,嘉義市西區興業西路77號,V,
診所,吳長宗診所,05-2283300          ,60045,嘉義市西區鎮南里光華路2-1號,V,V
區域醫院,財團法人天主教聖馬爾定醫院,05-2756000          ,60069,嘉義市東區大雅路二段565號,V,V
藥局,聖心藥局,05-2777189          ,60069,嘉義市東區大雅路二段577號,V,V
衛生所,嘉義市東區衛生所,05-2750423          ,60069,嘉義市東區大雅路二段625號,V,V
診所,林信義內兒科診所,05-2251025          ,60042,嘉義市東區中正路313號,V,
診所,建興醫院,05-2270302          ,60041,嘉義市東區內安里中山路148號,V,
診所,潘內兒科診所,05-2284757          ,60047,嘉義市東區公明路352號,V,
藥局,仁藥集藥局,05-2755533          ,60074,嘉義市東區太平里新生路539號,V,V
藥局,振安藥局,05-2756541          ,60072,嘉義市東區王田里林森東路300號1樓,V,V
藥局,乙展藥局,05-2279556          ,60047,嘉義市東區民族里蘭井街70號,V,V
診所,楊澍青診所,05-2776001          ,60044,嘉義市東區民權路110號1樓,V,
診所,長鴻診所,05-2782113          ,60044,嘉義市東區民權路322號,V,
藥局,晟安藥局,05-2274305          ,60048,嘉義市東區光彩街222號,V,V
診所,張耿源診所,05-2279969          ,60045,嘉義市東區光華路80號,V,
診所,華山診所,05-2248777          ,60045,嘉義市東區吳鳳北路151號,V,
地區醫院,陽明醫院,05-2252000          ,60045,嘉義市東區吳鳳北路252號,V,V
診所,福音聯合診所,05-2782036          ,60045,嘉義市東區吳鳳北路340號,V,V
診所,吳國君診所,05-2757885          ,60045,嘉義市東區吳鳳北路433號,V,
診所,文山診所,05-2293119          ,60042,嘉義市東區府路里國華街171號,V,
診所,華陽診所,05-2754038          ,60046,嘉義市東區忠孝路284-2號,V,
診所,活石診所,05-2761596          ,60080,嘉義市東區忠孝路362-1號,V,
區域醫院,戴德森醫療財團法人嘉義基督教醫院,05-2765041          ,60002,嘉義市東區忠孝路539號,V,V
診所,怡康診所,05-2770236          ,60072,嘉義市東區林森東路496號,V,
診所,劉耳鼻喉科診所,05-2786915          ,60044,嘉義市東區社口里民權路322-2號,V,
診所,傅林診所,05-2781900          ,60069,嘉義市東區金龍街8號,V,
藥局,杏光藥局,05-2745642          ,60079,嘉義市東區保建街147號附4,V,V
診所,福康診所,05-2715688          ,60074,嘉義市東區頂庄里新生路683號1﹑2樓,V,
診所,賴瑪莉診所,05-2741234          ,60048,嘉義市東區新生路313號1樓,V,
診所,新恩診所,05-2777937          ,60048,嘉義市東區新生路357號,V,
診所,黃崇銘診所,05-2777686          ,60048,嘉義市東區新生路361號,V,
診所,羅大德診所,05-2788297          ,60074,嘉義市東區新生路588號,V,
牙科診所,杏林牙醫診所,05-2274765          ,60045,嘉義市東區過溝里吳鳳北路147號,V,
診所,維欣醫美診所,05-2715789          ,60049,嘉義市東區維新路125號,V,
診所,郭俊鋐診所,05-2771893          ,60066,嘉義市東區彌陀路262號,V,
衛生所,金門縣金沙鎮衛生所,082-352854          ,89049,金門縣金沙鎮汶沙里三民路16號,V,
藥局,大賀藥局,082-327678          ,89347,金門縣金城鎮北門里民生路3號,V,V
牙科診所,大安牙醫聯合診所,082-322430          ,89345,金門縣金城鎮民生路24號,V,
診所,金城診所,082-320133          ,89347,金門縣金城鎮民族路64-2號1樓,V,
衛生所,金門縣金城鎮衛生所,082-325059          ,89345,金門縣金城鎮民權路147號,V,
診所,吾家診所,082-375899          ,89350,金門縣金城鎮富康一村1巷12號,V,
衛生所,金門縣金湖鎮衛生所,082-336662          ,89101,金門縣金湖鎮成功7號之1,V,
地區醫院,衛生福利部金門醫院,082-332546          ,89148,金門縣金湖鎮復興路2號,V,V
藥局,大山藥局,082-333290          ,89142,金門縣金湖鎮新市里中正路2之2號,V,V
牙科診所,盧冠宇牙醫診所,082-336986          ,89142,金門縣金湖鎮新市里中正路4號,V,
診所,陳水湖診所,082-321906          ,89250,金門縣金寧鄉仁愛新村１３１號,V,
衛生所,金門縣金寧鄉衛生所,082-325735          ,89250,金門縣金寧鄉仁愛新村2-1號,V,
衛生所,金門縣烈嶼鄉衛生所,082-362078          ,89441,金門縣烈嶼鄉林湖村西宅46號,V,
衛生所,連江縣北竿鄉衛生所,083-655592          ,21041,連江縣北竿鄉塘岐村25號,V,
衛生所,連江縣東引鄉衛生所,083-677206          ,21241,連江縣東引鄉中柳村123號,V,
地區醫院,連江縣立醫院,083-625114          ,20941,連江縣南竿鄉復興村217號,V,V
衛生所,連江縣莒光鄉東莒衛生所,083-689005          ,21191,連江縣莒光鄉大坪村30-1號,V,
衛生所,連江縣莒光鄉西莒衛生所,083-689122          ,21141,連江縣莒光鄉青帆村14-1號,V,
